locality,property_type,subtype_property,price,type_of_sale,number_of_rooms,living_area,kitchen_fully_equiped,is_furnished,has_open_fire,has_terrace,terrace_area,has_garden,garden_surface,habitable_surface,plot_land_surface,number_of_facades,has_swimming_pool,building_state
Nivelles,APARTMENT,APARTMENT,160000,residential_sale,1,,None,No,No,Yes,6,No,,60,,,No,None
Uccle,APARTMENT,APARTMENT,235000,residential_sale,1,,None,No,No,Yes,14,No,,80,,,No,None
Berchem,APARTMENT,APARTMENT,385000,residential_sale,2,54,No,No,Yes,Yes,20,No,,120,,,No,GOOD
Antwerp,APARTMENT,APARTMENT,510000,residential_sale,3,,None,No,No,Yes,14,No,,117,,,No,None
Brugge,HOUSE,HOUSE,569000,residential_sale,4,,None,No,No,Yes,,No,,203,,,No,None
Oost-Vlaanderen,HOUSE,HOUSE,399000,residential_sale,2,,None,No,No,Yes,,No,,177,,,No,None
Woluwe-Saint-Lambert,APARTMENT,APARTMENT,295000,residential_sale,2,,None,No,No,Yes,5,No,,94,,,No,None
Waregem,HOUSE,HOUSE,249000,residential_sale,2,,None,No,No,No,,No,,104,,,No,None
Wijnegem,HOUSE,HOUSE,699000,residential_sale,3,,None,No,No,Yes,,Yes,,248,,,No,None
Beringen,HOUSE,HOUSE,275000,residential_sale,5,,None,No,Yes,No,,Yes,,205,,,No,None
Stekene,HOUSE,HOUSE,345000,residential_sale,2,27,No,No,Yes,No,,Yes,,,297,2,No,GOOD
Bruxelles,APARTMENT,APARTMENT,410000,residential_sale,3,,None,No,No,No,,No,,128,,,No,None
Blankenberge,APARTMENT,APARTMENT,285000,residential_sale,2,,None,Yes,Yes,Yes,,No,,72,,,No,None
SINAAI,HOUSE,HOUSE,399000,residential_sale,4,,None,No,Yes,No,,No,,300,,,No,None
Gavere,APARTMENT,APARTMENT,356000,residential_sale,3,29,Yes,No,No,Yes,11,No,,115,,4,No,AS_NEW
Bruxelles  2,HOUSE,HOUSE,1400000,residential_sale,5,100,No,No,Yes,No,,Yes,1642,450,1642,4,No,
Diest,HOUSE,HOUSE,210000,residential_sale,3,,None,No,Yes,No,,Yes,,190,,,No,None
Etterbeek,HOUSE,HOUSE,749000,residential_sale,5,,None,No,No,Yes,9,Yes,71,225,,,No,None
Gavere,APARTMENT,APARTMENT,355000,residential_sale,2,29,Yes,No,No,Yes,10,No,,110,,4,No,AS_NEW
Beveren,HOUSE,HOUSE,235000,residential_sale,3,31,No,No,No,Yes,15,Yes,115,155,228,2,No,TO_RENOVATE
Schaerbeek,APARTMENT,APARTMENT,275000,residential_sale,2,,None,No,No,Yes,8,No,,91,,,No,None
Wavre,APARTMENT,APARTMENT,280000,residential_sale,1,,None,No,No,Yes,10,No,,82,,,No,None
Middelkerke,HOUSE,HOUSE,295000,residential_sale,4,,None,No,No,No,,No,,170,,,No,None
Boechout,HOUSE,HOUSE,269000,residential_sale,3,,None,No,Yes,No,,Yes,42,145,,,No,None
Waregem,APARTMENT,APARTMENT,235000,residential_sale,2,,None,No,Yes,Yes,,No,,102,,,No,None
Namur Champion,HOUSE,HOUSE,295000,residential_sale,3,31,No,No,No,Yes,,Yes,9,155,967,4,No,GOOD
Marche-en-Famenne,APARTMENT,APARTMENT,20000,annuity_monthly_amount,1,27,No,No,Yes,No,,No,,55,,,No,GOOD
Uccle,APARTMENT,APARTMENT,520000,residential_sale,2,,None,No,No,Yes,6,No,,121,,,No,None
Gent Desteldonk,HOUSE,HOUSE,645000,residential_sale,4,26,No,No,No,Yes,30,Yes,117,217,280,3,No,AS_NEW
Gavere,APARTMENT,APARTMENT,351000,residential_sale,3,29,Yes,No,No,Yes,10,No,,112,,4,No,AS_NEW
Liège,HOUSE,HOUSE,450000,residential_sale,5,,None,No,No,Yes,15,Yes,102,180,,,No,None
Gavere,APARTMENT,APARTMENT,355000,residential_sale,3,29,Yes,No,No,Yes,10,No,,111,,4,No,AS_NEW
PUURS-SINT-AMANDS,APARTMENT,APARTMENT,172000,residential_sale,1,43,No,No,Yes,No,,No,,74,,2,No,GOOD
Gent,APARTMENT,APARTMENT,285000,residential_sale,2,30,No,No,No,Yes,6,Yes,,90,,,No,AS_NEW
Deinze,APARTMENT,APARTMENT,395000,residential_sale,2,34,Yes,No,No,Yes,12,No,,99,,2,No,AS_NEW
Deurne,APARTMENT,APARTMENT,285000,residential_sale,1,40,No,No,Yes,Yes,6,No,,103,,2,No,JUST_RENOVATED
Gent Mariakerke,HOUSE,HOUSE,441000,residential_sale,4,18,Yes,No,No,Yes,15,Yes,175,164,288,3,No,AS_NEW
Auderghem,HOUSE,HOUSE,549000,residential_sale,5,36,No,No,No,Yes,18,No,,200,94,3,No,GOOD
Gavere,APARTMENT,APARTMENT,323500,residential_sale,2,31,Yes,No,No,Yes,10,No,,97,,4,No,AS_NEW
Bruxelles,APARTMENT,APARTMENT,1050000,residential_sale,3,,None,No,Yes,No,,No,,230,,,No,None
Brussels City,APARTMENT,APARTMENT,285000,residential_sale,2,,None,Yes,Yes,Yes,17,No,,75,,,No,None
Deinze,APARTMENT,APARTMENT,330000,residential_sale,2,27,Yes,No,No,Yes,16,No,,96,,2,No,AS_NEW
Waregem,HOUSE,HOUSE,495000,residential_sale,3,,None,No,Yes,Yes,,No,,220,,,No,None
Ellezelles,HOUSE,HOUSE,695000,residential_sale,4,,None,No,No,No,,Yes,,277,,,No,None
Zwevegem,HOUSE,HOUSE,325000,residential_sale,3,,None,No,No,No,,No,,269,,,No,None
Gavere,APARTMENT,APARTMENT,311000,residential_sale,2,31,Yes,No,No,Yes,10,No,,97,,4,No,AS_NEW
Bruxelles,APARTMENT,APARTMENT,530000,residential_sale,2,49,Yes,No,No,Yes,13,No,,148,,2,No,AS_NEW
Gent Mariakerke,HOUSE,HOUSE,435750,residential_sale,5,20,Yes,No,No,Yes,14,Yes,39,172,149,3,No,
Bruxelles,HOUSE,HOUSE,429000,residential_sale,4,15,No,No,No,Yes,33,Yes,120,180,260,2,No,TO_BE_DONE_UP
Deinze,APARTMENT,APARTMENT,245000,residential_sale,1,38,Yes,No,No,Yes,10,No,,63,,2,No,AS_NEW
Gent Mariakerke,HOUSE,HOUSE,425250,residential_sale,4,20,Yes,No,No,Yes,14,Yes,45,157,160,3,No,
Horebeke,HOUSE,HOUSE,325000,residential_sale,3,,None,No,No,Yes,,Yes,,262,,,No,None
Schaerbeek,APARTMENT,APARTMENT,275000,residential_sale,2,,None,No,Yes,Yes,14,No,,95,,,No,None
Watermael-Boitsfort,APARTMENT,APARTMENT,495000,residential_sale,4,,None,No,No,Yes,28,No,,151,,,No,None
Huy,HOUSE,HOUSE,395000,residential_sale,3,55,No,No,Yes,Yes,35,Yes,586,229,770,2,No,AS_NEW
Sint-Kruis,HOUSE,HOUSE,299000,residential_sale,2,,None,No,No,Yes,,No,,127,,,No,None
Gavere,APARTMENT,APARTMENT,265000,residential_sale,1,19,Yes,No,No,Yes,11,No,,76,,4,No,AS_NEW
Wortegem-Petegem,HOUSE,HOUSE,274000,residential_sale,4,11,Yes,No,No,Yes,25,Yes,180,145,270,2,No,GOOD
Borgerhout,APARTMENT,APARTMENT,274000,residential_sale,2,31,No,No,Yes,Yes,4,Yes,34,78,,2,No,JUST_RENOVATED
Ixelles,APARTMENT,APARTMENT,380000,residential_sale,1,,None,No,No,Yes,,No,,74,,,No,None
Kruisem,HOUSE,HOUSE,115000,residential_sale,1,,None,No,No,No,,Yes,,106,,,No,None
Molenbeek-Saint-Jean,APARTMENT,APARTMENT,249000,residential_sale,2,,None,No,No,No,,No,,87,,,No,None
Woluwe-Saint-Lambert,APARTMENT,APARTMENT,245000,residential_sale,1,,None,Yes,No,Yes,5,No,,54,,,No,None
Moerkerke,APARTMENT,APARTMENT,427300,residential_sale,2,,None,No,No,Yes,20,No,,118,,,No,None
Halle,HOUSE,HOUSE,359000,residential_sale,3,26,No,No,Yes,No,,No,,110,264,2,No,GOOD
Deurne,APARTMENT,APARTMENT,274000,residential_sale,2,31,No,No,Yes,Yes,4,Yes,34,78,,2,No,JUST_RENOVATED
Gavere,APARTMENT,APARTMENT,260000,residential_sale,1,19,Yes,No,No,Yes,11,No,,76,,4,No,AS_NEW
Zonhoven,HOUSE,HOUSE,417500,residential_sale,3,,None,No,No,No,,No,,159,,,No,None
Bruxelles,APARTMENT,APARTMENT,361000,residential_sale,2,,None,No,No,Yes,8,No,,92,,,No,None
Saint-Ghislain,APARTMENT,APARTMENT,244000,residential_sale,2,,None,No,No,Yes,7,No,,115,,,No,None
Dilbeek,HOUSE,HOUSE,279000,residential_sale,3,27,No,No,No,Yes,,No,,135,205,2,No,TO_RENOVATE
Wezembeek-Oppem,HOUSE,HOUSE,349000,residential_sale,3,20,No,No,No,Yes,28,Yes,60,80,170,3,No,TO_BE_DONE_UP
Borgerhout,APARTMENT,APARTMENT,199000,residential_sale,2,42,No,No,Yes,Yes,4,No,,95,,2,No,GOOD
Schaarbeek,HOUSE,HOUSE,355000,residential_sale,4,,None,No,No,No,,No,,135,,,No,None
Uccle,APARTMENT,APARTMENT,265000,residential_sale,1,,None,No,Yes,Yes,4,No,,60,,,No,None
Saint-Ghislain,APARTMENT,APARTMENT,220000,residential_sale,2,,None,No,No,Yes,4,No,,89,,,No,None
Bruxelles,APARTMENT,APARTMENT,360000,residential_sale,2,,None,No,No,Yes,10,No,,99,,,No,None
Bruxelles,APARTMENT,APARTMENT,606000,residential_sale,3,,None,No,No,No,,No,,220,,,No,None
Merksem,APARTMENT,APARTMENT,195000,residential_sale,2,28,No,No,Yes,Yes,2,No,,76,,2,No,TO_BE_DONE_UP
Zaventem,APARTMENT,APARTMENT,260000,residential_sale,2,,None,No,No,No,,No,,89,,,Yes,None
Wingene,HOUSE,HOUSE,275000,residential_sale,5,,None,No,No,Yes,,No,,200,,,No,None
Berloz,HOUSE,HOUSE,300000,residential_sale,3,58,No,No,No,Yes,30,Yes,430,190,659,2,No,GOOD
Bruxelles,APARTMENT,APARTMENT,420000,residential_sale,2,,None,No,No,Yes,6,No,,120,,,No,None
Bruxelles,APARTMENT,APARTMENT,321000,residential_sale,2,,None,No,No,No,,No,,92,,,No,None
Tienen,HOUSE,HOUSE,279000,residential_sale,3,32,No,No,Yes,Yes,20,Yes,115,140,175,2,No,GOOD
Saint-Ghislain,APARTMENT,APARTMENT,183000,residential_sale,1,,None,No,No,Yes,4,No,,73,,,No,None
Brussels City,APARTMENT,APARTMENT,255000,residential_sale,2,,None,Yes,Yes,Yes,10,No,,67,,,No,None
Zonhoven,APARTMENT,APARTMENT,192000,residential_sale,2,,None,No,No,No,,No,,106,,,No,None
Antwerp,HOUSE,HOUSE,239000,residential_sale,5,19,No,No,Yes,Yes,5,No,,150,56,2,No,TO_BE_DONE_UP
Buizingen,HOUSE,HOUSE,590000,residential_sale,3,41,No,No,Yes,Yes,,No,,175,562,4,No,GOOD
Noiseux,HOUSE,HOUSE,259000,residential_sale,3,,None,No,No,Yes,61,Yes,431,180,,,No,None
Etterbeek,APARTMENT,APARTMENT,195000,residential_sale,1,,None,No,No,No,,No,,41,,,No,None
Jette,APARTMENT,APARTMENT,299000,residential_sale,2,,None,No,No,Yes,11,No,,80,,,No,None
Schaerbeek,APARTMENT,APARTMENT,179000,residential_sale,1,,None,No,No,No,,No,,70,,,No,None
Ninove,APARTMENT,APARTMENT,150000,residential_sale,1,24,No,No,Yes,Yes,,No,,60,,2,No,GOOD
Bredene,HOUSE,HOUSE,382500,residential_sale,4,,None,No,No,No,,No,,190,,,No,None
Gent,APARTMENT,APARTMENT,254000,residential_sale,1,25,No,No,Yes,Yes,4,No,,53,,2,No,GOOD
Bruxelles,APARTMENT,APARTMENT,279000,residential_sale,1,,None,No,No,Yes,8,No,,74,,,No,None
Brussels City,APARTMENT,APARTMENT,237500,residential_sale,1,,None,Yes,Yes,Yes,3,No,,54,,,No,None
Liege,HOUSE,HOUSE,99000,residential_sale,4,17,No,No,No,No,,No,,123,60,3,No,TO_RENOVATE
Halle,HOUSE,HOUSE,590000,residential_sale,3,41,No,No,Yes,Yes,,No,,175,562,4,No,GOOD
Molenbeek-Saint-Jean,APARTMENT,APARTMENT,280000,residential_sale,3,,None,No,No,Yes,15,No,,132,,,No,None
Ninove,HOUSE,HOUSE,475000,residential_sale,7,48,No,No,No,No,,No,,290,408,3,No,AS_NEW
Kraainem,HOUSE,HOUSE,895000,residential_sale,5,27,Yes,No,No,Yes,25,Yes,728,250,818,3,No,AS_NEW
Watermael-Boitsfort,HOUSE,HOUSE,499500,residential_sale,3,26,No,No,No,Yes,20,Yes,50,138,100,2,No,GOOD
Leuven,APARTMENT,APARTMENT,698000,residential_sale,3,,None,No,No,Yes,46,No,,154,,,No,None
Woluwe-Saint-Lambert,APARTMENT,APARTMENT,250000,residential_sale,2,,None,No,No,Yes,17,No,,74,,,No,None
Ronse,HOUSE,HOUSE,249000,residential_sale,4,14,No,No,No,Yes,25,Yes,85,169,190,2,No,AS_NEW
Nivelles,APARTMENT,APARTMENT,239000,residential_sale,2,,None,No,Yes,Yes,9,No,,99,,,No,None
Welkenraedt,HOUSE,HOUSE,235000,residential_sale,5,12,No,No,No,No,,Yes,339,230,432,3,No,GOOD
Deinze,APARTMENT,APARTMENT,174500,residential_sale,1,,None,No,No,No,,No,,65,,,No,None
Brussels City,APARTMENT,APARTMENT,412000,residential_sale,2,,None,Yes,No,Yes,7,No,,91,,,No,None
Tervuren,HOUSE,HOUSE,1330000,residential_sale,5,65,Yes,No,No,Yes,,No,,520,4000,4,Yes,GOOD
Brussels City,APARTMENT,APARTMENT,225000,residential_sale,1,21,No,Yes,Yes,Yes,2,No,,38,,2,No,GOOD
Wetteren,APARTMENT,APARTMENT,169000,residential_sale,2,,None,Yes,Yes,Yes,,No,,86,,,No,None
Evere,APARTMENT,APARTMENT,240000,residential_sale,2,,None,No,No,Yes,13,No,,85,,,No,None
Schoten,APARTMENT,APARTMENT,235000,residential_sale,2,,None,No,Yes,Yes,2,No,,95,,,No,None
Brussels City,APARTMENT,APARTMENT,255000,residential_sale,2,,None,Yes,No,No,,No,,80,,,No,None
Sint-Pieters-Woluwe,APARTMENT,APARTMENT,285000,residential_sale,1,,None,No,No,No,,No,,70,,,No,None
Rixensart,HOUSE,HOUSE,795000,residential_sale,4,55,Yes,No,No,Yes,,No,,225,2000,4,No,GOOD
Ixelles,APARTMENT,APARTMENT,360000,residential_sale,2,40,Yes,No,No,No,,No,,88,,2,No,JUST_RENOVATED
Forest,APARTMENT,APARTMENT,175000,residential_sale,1,,None,No,No,Yes,2,No,,60,,,No,None
Gent,HOUSE,HOUSE,335000,residential_sale,3,21,No,No,No,No,,Yes,8,154,55,2,No,TO_BE_DONE_UP
Saint-hubert,HOUSE,HOUSE,99000,residential_sale,2,22,No,No,No,Yes,,No,,81,65,2,No,TO_BE_DONE_UP
Sint-Lambrechts-Woluwe,APARTMENT,APARTMENT,635000,residential_sale,3,,None,No,No,Yes,20,No,,142,,,No,None
Deinze,APARTMENT,APARTMENT,375000,residential_sale,2,15,Yes,No,No,Yes,28,Yes,,85,,4,No,AS_NEW
Knokke-Heist,APARTMENT,APARTMENT,1875000,residential_sale,3,,None,No,No,Yes,10,No,,115,,,No,None
Knokke-Heist,APARTMENT,APARTMENT,594000,residential_sale,3,35,No,Yes,No,Yes,6,No,,78,,2,No,AS_NEW
Laeken,APARTMENT,APARTMENT,199000,residential_sale,2,,None,No,No,Yes,5,No,,73,,,No,None
Uccle,APARTMENT,APARTMENT,320000,residential_sale,2,,None,No,No,Yes,8,No,,88,,,No,None
Berchem-Sainte-Agathe,APARTMENT,APARTMENT,340000,residential_sale,3,,None,No,Yes,Yes,3,No,,127,,,No,None
Evere,APARTMENT,APARTMENT,595000,residential_sale,3,,None,No,No,Yes,13,No,,140,,,No,None
Zaventem,APARTMENT,APARTMENT,299000,residential_sale,2,30,No,No,No,Yes,6,No,,78,,,No,AS_NEW
Antwerp,APARTMENT,APARTMENT,449000,residential_sale,3,69,No,No,Yes,Yes,8,No,,130,,2,No,AS_NEW
Uccle,APARTMENT,APARTMENT,420000,residential_sale,2,,None,No,No,Yes,5,No,,111,,,No,None
Zaventem,HOUSE,HOUSE,990000,residential_sale,7,,None,No,Yes,Yes,70,Yes,800,490,,,No,None
Woluwe-Saint-Lambert,APARTMENT,APARTMENT,279000,residential_sale,2,,None,No,No,No,,No,,90,,,No,None
Bruxelles,APARTMENT,APARTMENT,790000,residential_sale,3,67,Yes,No,No,Yes,27,No,,190,,2,No,AS_NEW
Molenbeek-Saint-Jean,HOUSE,HOUSE,395000,residential_sale,4,,None,No,No,Yes,9,Yes,100,180,,,No,None
Bruxelles,APARTMENT,APARTMENT,720000,residential_sale,3,,None,No,No,Yes,8,No,,202,,,No,None
Bruxelles,APARTMENT,APARTMENT,329000,residential_sale,2,,None,Yes,No,No,,No,,84,,,No,None
Antwerp,APARTMENT,APARTMENT,725000,residential_sale,3,,None,No,No,Yes,80,No,,125,,,No,None
Bruxelles,APARTMENT,APARTMENT,295000,residential_sale,1,,None,No,No,Yes,4,No,,83,,,No,None
Schaerbeek,APARTMENT,APARTMENT,285000,residential_sale,1,,None,No,No,No,,No,,65,,,No,None
Virton,HOUSE,HOUSE,199000,residential_sale,3,23,No,No,No,No,,No,,187,0,2,No,GOOD
Vielsalm,APARTMENT,APARTMENT,200000,residential_sale,2,,None,No,No,Yes,6,Yes,16,85,,,No,None
Vilvoorde,HOUSE,HOUSE,530000,residential_sale,5,26,Yes,No,No,Yes,,Yes,380,177,612,4,No,AS_NEW
Asse,HOUSE,HOUSE,349000,residential_sale,2,43,Yes,No,No,No,,Yes,45,,139,2,No,
Merchtem,HOUSE,HOUSE,285000,residential_sale,3,36,No,No,No,Yes,,No,,178,769,2,No,GOOD
Willebroek,HOUSE,HOUSE,539000,residential_sale,4,50,No,No,Yes,No,,Yes,,220,500,3,No,GOOD
Bornem,HOUSE,HOUSE,395000,residential_sale,3,41,Yes,No,No,Yes,,No,,140,325,3,No,
Vilvoorde,HOUSE,HOUSE,460000,residential_sale,5,37,No,No,No,Yes,20,Yes,110,250,220,2,No,TO_BE_DONE_UP
Namur,APARTMENT,APARTMENT,179000,residential_sale,1,12,No,No,No,Yes,30,No,,62,,2,No,JUST_RENOVATED
Anderlecht,APARTMENT,APARTMENT,300000,residential_sale,3,,None,Yes,No,Yes,15,No,,130,,,No,None
Oost-Vlaanderen,HOUSE,HOUSE,399000,residential_sale,3,,None,No,No,Yes,,No,,177,,,No,None
Vilvoorde,HOUSE,HOUSE,250000,residential_sale,5,,None,No,No,Yes,8,No,,157,,,No,None
Ronse,HOUSE,HOUSE,265000,residential_sale,4,,None,No,No,Yes,20,Yes,82,168,,,No,None
Nevele Merendree,HOUSE,HOUSE,460000,residential_sale,4,,None,No,No,Yes,25,Yes,110,165,,,No,None
Oupeye,HOUSE,HOUSE,234000,residential_sale,4,40,No,No,No,Yes,38,Yes,300,173,513,3,No,GOOD
Herstal,HOUSE,HOUSE,164000,residential_sale,4,25,No,No,No,Yes,80,No,,167,90,3,No,GOOD
Sint-Lambrechts-Woluwe,APARTMENT,APARTMENT,540000,residential_sale,3,,None,No,No,Yes,10,No,,120,,,No,None
Forest,HOUSE,HOUSE,545000,residential_sale,4,23,No,No,No,Yes,45,No,,254,260,2,No,TO_BE_DONE_UP
Braine-l'Alleud,APARTMENT,APARTMENT,335000,residential_sale,2,,None,No,No,Yes,7,No,,103,,,No,None
Gent,APARTMENT,APARTMENT,299000,residential_sale,3,,None,No,Yes,Yes,1,No,,112,,,No,None
Leuven,APARTMENT,APARTMENT,299000,residential_sale,2,,None,No,Yes,Yes,30,No,,103,,,No,None
Andenne,HOUSE,HOUSE,335000,residential_sale,4,,None,No,Yes,Yes,,Yes,,209,,,No,None
Gent,APARTMENT,APARTMENT,235000,residential_sale,1,,None,Yes,Yes,Yes,5,Yes,,41,,,No,None
Neder-over-Heembeek,APARTMENT,APARTMENT,249000,residential_sale,2,,None,No,No,Yes,6,No,,82,,,No,None
Seraing,HOUSE,HOUSE,149000,residential_sale,2,14,No,No,No,Yes,,Yes,25,105,105,2,No,GOOD
Brussels City,APARTMENT,APARTMENT,985000,residential_sale,4,,None,No,No,No,,No,,221,,,No,None
Sint-Andries,HOUSE,HOUSE,625000,residential_sale,3,,None,No,No,No,,Yes,400,185,,,No,None
Woluwe-Saint-Pierre,APARTMENT,APARTMENT,329000,residential_sale,2,,None,No,No,No,,No,,95,,,No,None
Liedekerke,HOUSE,HOUSE,349000,residential_sale,3,32,Yes,No,No,Yes,25,Yes,150,180,256,2,No,AS_NEW
Saint-Gilles,APARTMENT,APARTMENT,239000,residential_sale,1,,None,No,No,No,,No,,50,,,No,None
Sint-Lambrechts-Woluwe,APARTMENT,APARTMENT,540000,residential_sale,2,,None,No,No,Yes,10,No,,120,,,No,None
Deinze,APARTMENT,APARTMENT,395000,residential_sale,2,22,Yes,No,No,Yes,12,Yes,,99,,4,No,AS_NEW
Hannut,APARTMENT,APARTMENT,135000,residential_sale,1,20,No,No,No,No,,No,,50,,2,No,GOOD
Liège,APARTMENT,APARTMENT,155000,annuity_monthly_amount,2,,None,No,Yes,Yes,5,No,,98,,,No,None
GLONS,APARTMENT,APARTMENT,138000,residential_sale,2,,None,No,Yes,Yes,2,No,,72,,,No,None
Liege,APARTMENT,APARTMENT,139000,residential_sale,1,,None,No,No,No,,No,,60,,,No,None
Liege,HOUSE,HOUSE,139000,residential_sale,4,48,No,No,No,Yes,65,Yes,199,164,317,3,No,TO_RENOVATE
Beyne-Heusay,APARTMENT,APARTMENT,155000,residential_sale,1,,None,No,Yes,Yes,3,No,,57,,,No,None
Antwerp,APARTMENT,APARTMENT,157000,residential_sale,1,16,Yes,Yes,Yes,Yes,5,No,,32,,2,No,JUST_RENOVATED
Wilrijk,APARTMENT,APARTMENT,159000,residential_sale,2,31,No,No,Yes,Yes,3,No,,81,,4,No,GOOD
Boom,APARTMENT,APARTMENT,159000,residential_sale,2,26,No,No,Yes,Yes,3,No,,82,,2,No,GOOD
Ronse,HOUSE,HOUSE,139000,residential_sale,3,20,No,No,No,No,,Yes,230,145,300,2,No,TO_BE_DONE_UP
Antwerp,APARTMENT,APARTMENT,142500,residential_sale,1,,None,No,Yes,Yes,6,No,,30,,,No,None
Liege,APARTMENT,APARTMENT,164000,residential_sale,1,38,No,Yes,No,No,,No,,76,,2,No,JUST_RENOVATED
Anderlecht,APARTMENT,APARTMENT,144720,residential_sale,1,,None,No,No,No,,No,,63,,,No,None
Woluwe-Saint-Lambert,APARTMENT,APARTMENT,145000,residential_sale,1,,None,No,No,Yes,7,No,,35,,,No,None
Herstal,HOUSE,HOUSE,159000,residential_sale,3,26,No,No,No,Yes,36,No,,115,83,2,No,GOOD
Bertrix,APARTMENT,APARTMENT,163000,residential_sale,2,,None,No,No,Yes,23,No,,80,,,No,None
Wanze,APARTMENT,APARTMENT,159500,residential_sale,2,,None,No,Yes,Yes,,No,,80,,,No,None
Rumst,HOUSE,HOUSE,345000,residential_sale,3,,None,No,No,Yes,12,Yes,150,207,,,No,None
Antwerp,APARTMENT,APARTMENT,289000,residential_sale,2,,None,Yes,No,Yes,,No,,85,,,No,None
Lier,HOUSE,HOUSE,189000,residential_sale,2,,None,No,Yes,No,,Yes,,108,,,No,None
Knokke-Heist,APARTMENT,APARTMENT,1295000,residential_sale,3,,None,Yes,No,Yes,,No,,104,,,No,None
Antwerp,APARTMENT,APARTMENT,239500,residential_sale,1,,None,No,No,Yes,9,No,,50,,,No,None
Lasne,HOUSE,HOUSE,695000,residential_sale,3,18,No,No,No,Yes,47,Yes,2650,136,2650,4,Yes,AS_NEW
Knokke-Zoute,APARTMENT,APARTMENT,2840000,residential_sale,3,,None,No,No,Yes,,No,,130,,,No,None
Anderlecht,APARTMENT,APARTMENT,130000,residential_sale,2,,None,No,No,No,,No,,60,,,No,None
Sint-Lievens-Houtem,HOUSE,HOUSE,279000,residential_sale,3,30,No,No,No,Yes,,No,,138,131,3,No,GOOD
Evere,APARTMENT,APARTMENT,379000,residential_sale,2,25,Yes,No,No,Yes,70,Yes,50,98,,3,No,AS_NEW
Comblain-au-Pont,HOUSE,HOUSE,169000,residential_sale,2,43,No,No,No,No,,No,,111,218,3,No,TO_RENOVATE
Aywaille,HOUSE,HOUSE,129000,residential_sale,2,21,No,No,No,No,,No,,79,0,2,No,TO_RENOVATE
Ans,HOUSE,HOUSE,125000,residential_sale,4,16,No,No,No,No,,No,,140,149,2,No,TO_BE_DONE_UP
Dison,APARTMENT,APARTMENT,105000,residential_sale,1,,None,No,No,Yes,,No,,82,,,No,None
Sprimont Gomze-Andoumont,HOUSE,HOUSE,229000,residential_sale,4,31,Yes,No,No,No,,Yes,170,147,291,3,No,GOOD
Namur,HOUSE,HOUSE,259000,residential_sale,4,,None,Yes,No,Yes,70,Yes,100,165,,,No,None
Sint-Kruis,HOUSE,HOUSE,645000,residential_sale,3,,None,No,No,Yes,,No,,162,,,No,None
Haaltert,HOUSE,HOUSE,391500,residential_sale,3,52,Yes,No,No,No,,No,,142,266,3,No,
Denderleeuw,HOUSE,HOUSE,325000,residential_sale,3,36,No,No,No,Yes,58,No,,163,118,2,No,GOOD
Mouscron Dottignies,HOUSE,HOUSE,219000,residential_sale,4,,None,No,No,Yes,,No,,,,,No,None
Céroux-Mousty,HOUSE,HOUSE,279000,residential_sale,2,30,No,No,No,Yes,15,Yes,400,110,531,3,No,TO_BE_DONE_UP
Denderleeuw,HOUSE,HOUSE,325000,residential_sale,3,36,No,No,No,Yes,58,No,,163,118,2,No,GOOD
Court-Saint-Etienne,HOUSE,HOUSE,279000,residential_sale,2,30,No,No,No,Yes,15,Yes,400,110,531,3,No,TO_BE_DONE_UP
Knokke-Heist,HOUSE,HOUSE,675000,residential_sale,3,,None,No,No,Yes,,No,,232,,,No,None
Braine-l'Alleud,HOUSE,HOUSE,439000,residential_sale,4,40,Yes,No,No,Yes,45,Yes,307,212,307,3,No,AS_NEW
Hulshout,APARTMENT,APARTMENT,248000,residential_sale,2,,None,No,No,Yes,20,No,,84,,,No,None
Stabroek,HOUSE,HOUSE,585000,residential_sale,4,80,No,No,No,Yes,,No,,230,893,4,No,
Hulshout,APARTMENT,APARTMENT,190000,residential_sale,1,,None,No,No,Yes,19,No,,56,,,No,None
Auderghem,HOUSE,HOUSE,795000,residential_sale,4,35,No,No,No,Yes,15,Yes,150,150,222,2,No,JUST_RENOVATED
Schaerbeek,APARTMENT,APARTMENT,155000,residential_sale,1,,None,No,No,Yes,5,No,,42,,,No,None
Sprimont,HOUSE,HOUSE,175000,residential_sale,1,16,No,No,No,Yes,,Yes,140,70,259,3,No,TO_RENOVATE
Huy,APARTMENT,APARTMENT,149500,residential_sale,2,,None,No,Yes,No,,No,,75,,,No,None
Ronse,HOUSE,HOUSE,149000,residential_sale,3,,None,No,No,No,,Yes,20,180,,,No,None
Borgerhout,APARTMENT,APARTMENT,174000,residential_sale,2,32,No,No,Yes,No,,No,,76,,2,No,GOOD
Nivelles,APARTMENT,APARTMENT,175000,residential_sale,2,,None,No,No,Yes,3,No,,77,,,No,None
Ronse,HOUSE,HOUSE,149000,residential_sale,2,,None,No,No,Yes,10,No,,145,,,No,None
Esneux Tilff,HOUSE,HOUSE,174000,residential_sale,2,10,No,No,No,Yes,36,Yes,315,139,413,3,No,TO_BE_DONE_UP
Herstal,APARTMENT,APARTMENT,149500,residential_sale,2,,None,Yes,Yes,Yes,12,No,,75,,,No,None
Saint-Gilles,APARTMENT,APARTMENT,170000,residential_sale,1,15,No,No,No,No,,No,,49,,2,No,TO_RENOVATE
Ronse,HOUSE,HOUSE,149000,residential_sale,2,12,No,No,No,Yes,10,Yes,50,155,150,2,No,TO_RENOVATE
