locality,property_type,subtype_property,price,type_of_sale,number_of_rooms,living_area,kitchen_fully_equiped,is_furnished,has_open_fire,has_terrace,terrace_area,has_garden,garden_surface,habitable_surface,plot_land_surface,number_of_facades,has_swimming_pool,building_state
Sint-Agatha-Berchem,APARTMENT,APARTMENT,305000,residential_sale,3,,None,No,No,Yes,21,No,,112,,,No,None
Huy,HOUSE,HOUSE,279000,residential_sale,3,30,No,No,Yes,Yes,10,Yes,100,290,204,4,No,GOOD
MALDEREN,HOUSE,HOUSE,279000,residential_sale,3,32,No,No,Yes,Yes,,Yes,,164,250,3,No,TO_BE_DONE_UP
Brussels City,HOUSE,HOUSE,275000,residential_sale,3,17,No,No,No,No,,Yes,25,113,148,2,No,
VILLERS-SUR-LESSE,HOUSE,HOUSE,680000,residential_sale,4,,None,No,Yes,Yes,,No,,190,,,No,None
WALHAIN,HOUSE,HOUSE,300000,residential_sale,2,29,No,No,Yes,No,,Yes,557,102,670,4,No,GOOD
Molenbeek-Saint-Jean,APARTMENT,APARTMENT,279000,residential_sale,3,,None,No,No,Yes,10,No,,90,,,No,None
Jette,APARTMENT,APARTMENT,395000,residential_sale,2,,None,No,No,Yes,30,Yes,20,96,,,Yes,None
Antwerp,APARTMENT,APARTMENT,269350,residential_sale,2,,None,No,Yes,Yes,29,No,,74,,,No,None
Liege,APARTMENT,APARTMENT,299000,residential_sale,2,,None,No,No,Yes,,No,,80,,,No,None
Seraing,HOUSE,HOUSE,269000,residential_sale,3,14,Yes,No,No,Yes,15,Yes,120,110,231,3,Yes,GOOD
Kortessem,APARTMENT,APARTMENT,315000,residential_sale,2,,None,No,Yes,Yes,14,No,,84,,,No,None
Anderlecht,APARTMENT,APARTMENT,279000,residential_sale,3,,None,No,No,Yes,10,No,,90,,,No,None
Waterloo,HOUSE,HOUSE,257500,residential_sale,2,,None,No,No,No,,No,,110,,,No,None
Alken,HOUSE,HOUSE,440000,residential_sale,3,,None,No,Yes,Yes,24,Yes,252,198,,,No,None
Borgerhout,APARTMENT,APARTMENT,299000,residential_sale,2,28,No,No,Yes,Yes,3,No,,177,,3,No,TO_BE_DONE_UP
Leuven,APARTMENT,APARTMENT,269000,residential_sale,1,20,No,No,No,Yes,3,No,,55,,2,No,AS_NEW
Ninove,HOUSE,HOUSE,275000,residential_sale,4,30,No,No,No,Yes,,No,,288,877,4,No,TO_BE_DONE_UP
Gelbressée,HOUSE,HOUSE,295000,residential_sale,3,,None,No,No,No,,No,,,,,No,None
SART-BERNARD,HOUSE,HOUSE,629000,residential_sale,3,58,No,No,Yes,No,,No,,217,820,4,No,
Ternat,HOUSE,HOUSE,299000,residential_sale,3,20,No,No,No,Yes,,No,,122,205,3,No,TO_RENOVATE
Borgloon,APARTMENT,APARTMENT,282500,residential_sale,2,,None,No,Yes,Yes,50,No,,100,,,No,None
Edegem,APARTMENT,APARTMENT,269000,residential_sale,2,,None,No,Yes,Yes,6,No,,93,,,No,None
Zellik,APARTMENT,APARTMENT,275000,residential_sale,2,,None,No,Yes,Yes,11,No,,96,,,No,None
BEUZET,HOUSE,HOUSE,295000,residential_sale,4,29,No,No,Yes,Yes,25,Yes,450,164,1172,4,No,JUST_RENOVATED
Sint-Pieters-Leeuw,APARTMENT,APARTMENT,299000,residential_sale,3,,None,No,Yes,Yes,30,No,,90,,,No,None
Dilbeek,APARTMENT,APARTMENT,295000,residential_sale,2,,None,No,No,Yes,5,Yes,60,105,,,No,None
Neder-over-Heembeek,APARTMENT,APARTMENT,299000,residential_sale,2,32,No,No,No,Yes,3,No,,105,,,No,GOOD
Watermael-Boitsfort,APARTMENT,APARTMENT,265000,residential_sale,2,25,No,No,No,Yes,12,No,,75,,,No,TO_BE_DONE_UP
Jette,APARTMENT,APARTMENT,289000,residential_sale,3,,None,No,No,Yes,34,No,,111,,,No,None
Woluwe-Saint-Lambert,APARTMENT,APARTMENT,275000,residential_sale,1,,None,No,No,Yes,5,No,,83,,,No,None
Evere,APARTMENT,APARTMENT,265000,residential_sale,2,,None,No,No,No,,No,,88,,,No,None
Chastre,APARTMENT,APARTMENT,275000,residential_sale,2,,None,No,Yes,Yes,5,No,,76,,,No,None
Wavre,APARTMENT,APARTMENT,295000,residential_sale,2,,None,No,Yes,Yes,3,No,,80,,,No,None
Blankenberge,APARTMENT,APARTMENT,285000,residential_sale,2,,None,Yes,Yes,Yes,,No,,72,,,No,None
Schaerbeek,APARTMENT,APARTMENT,265000,residential_sale,1,,None,No,No,Yes,4,No,,74,,,No,None
Sint-Jans-Molenbeek,APARTMENT,APARTMENT,299000,residential_sale,2,,None,No,No,Yes,,No,,95,,,No,None
Antwerp,APARTMENT,APARTMENT,264000,residential_sale,1,28,No,No,Yes,Yes,13,No,,50,,4,No,GOOD
Jette,APARTMENT,APARTMENT,295000,residential_sale,2,35,No,No,No,Yes,25,No,,120,,2,No,GOOD
Woluwe-saint-pierre,APARTMENT,APARTMENT,275000,residential_sale,2,23,No,No,No,No,,No,,85,,2,No,GOOD
Schaerbeek,APARTMENT,APARTMENT,275000,residential_sale,2,29,No,No,No,No,,No,,85,,3,No,TO_BE_DONE_UP
MOHA,HOUSE,HOUSE,285000,residential_sale,3,32,No,No,Yes,Yes,15,Yes,1075,160,1199,4,No,TO_BE_DONE_UP
Dilbeek,APARTMENT,APARTMENT,285000,residential_sale,2,,None,No,No,Yes,5,Yes,60,105,,,No,None
Schaerbeek,APARTMENT,APARTMENT,295000,residential_sale,2,,None,No,No,Yes,10,No,,75,,,No,None
Gent,APARTMENT,APARTMENT,274000,residential_sale,2,,None,No,Yes,Yes,15,Yes,150,83,,,No,None
Schaerbeek,APARTMENT,APARTMENT,295000,residential_sale,3,,None,No,No,Yes,8,No,,119,,,No,None
Evere,APARTMENT,APARTMENT,285000,residential_sale,2,,None,No,No,Yes,13,No,,83,,,No,None
Brugge Zeebrugge,APARTMENT,APARTMENT,272000,residential_sale,3,36,No,No,Yes,Yes,1,No,,90,,,No,GOOD
Laeken,APARTMENT,APARTMENT,295000,residential_sale,2,,None,No,No,Yes,,Yes,500,100,,,No,None
Heverlee,APARTMENT,APARTMENT,284000,residential_sale,2,,None,No,Yes,Yes,4,No,,89,,,No,None
Middelkerke,APARTMENT,APARTMENT,290000,residential_sale,2,,None,Yes,Yes,Yes,,No,,73,,,Yes,None
Liège,APARTMENT,APARTMENT,289000,residential_sale,2,,None,No,Yes,No,,No,,160,,,No,None
Arlon,APARTMENT,APARTMENT,280000,residential_sale,3,,None,No,Yes,No,,No,,120,,,No,None
Bouillon,HOUSE,HOUSE,280000,residential_sale,4,15,No,No,No,Yes,20,Yes,372,180,530,4,No,TO_BE_DONE_UP
Uccle,APARTMENT,APARTMENT,280000,residential_sale,2,25,Yes,No,No,Yes,10,No,,70,,3,No,AS_NEW
Evere,APARTMENT,APARTMENT,280000,residential_sale,3,,None,No,No,Yes,,No,,100,,,No,None
Laakdal,APARTMENT,APARTMENT,295000,residential_sale,3,,None,No,Yes,Yes,,Yes,,162,,,No,None
Geel,HOUSE,HOUSE,290000,residential_sale,4,,None,No,Yes,Yes,,Yes,,204,,,No,None
Beersel,HOUSE,HOUSE,589000,residential_sale,4,,None,No,Yes,Yes,6,No,,206,,,No,None
Balegem,HOUSE,HOUSE,349000,residential_sale,3,,None,No,No,Yes,,Yes,,175,,,No,None
De Panne,APARTMENT,APARTMENT,142500,residential_sale,1,,None,Yes,No,No,,No,,35,,,No,None
Wetteren,HOUSE,HOUSE,239000,residential_sale,2,,None,No,No,No,,Yes,,85,,,No,None
Beersel,HOUSE,HOUSE,589000,residential_sale,4,,None,No,Yes,Yes,6,No,,206,,,No,None
Knokke-Heist,APARTMENT,APARTMENT,525000,residential_sale,3,,None,No,No,No,,No,,93,,,No,None
Beringen,HOUSE,HOUSE,389000,residential_sale,3,,None,No,Yes,No,,No,,156,,,No,None
De Panne,APARTMENT,APARTMENT,159000,residential_sale,1,,None,Yes,No,No,,No,,53,,,No,None
Dilbeek Itterbeek,HOUSE,HOUSE,1036000,residential_sale,4,,None,No,No,No,,No,,384,,,No,None
Kortenberg Erps-Kwerps,HOUSE,HOUSE,435000,residential_sale,2,,None,No,No,Yes,,No,,130,,,No,None
Wilsele,HOUSE,HOUSE,495000,residential_sale,3,,None,No,No,No,,No,,191,,,No,None
De Panne,APARTMENT,APARTMENT,330000,residential_sale,2,,None,No,No,Yes,19,No,,66,,,No,None
Halle Lembeek,HOUSE,HOUSE,433941,residential_sale,4,,None,No,No,No,,No,,206,,,No,None
Zoersel,HOUSE,HOUSE,368000,residential_sale,1,32,Yes,No,No,Yes,,No,,80,730,4,No,AS_NEW
Lede,HOUSE,HOUSE,265000,residential_sale,4,,None,No,No,Yes,,No,,190,,,No,None
Sint-Niklaas,HOUSE,HOUSE,313000,residential_sale,3,,None,No,No,No,,Yes,,213,,,No,None
Ternat Sint-Katherina-Lombeek,HOUSE,HOUSE,445985,residential_sale,3,,None,No,No,No,,No,,166,,,No,None
Brasschaat,HOUSE,HOUSE,419000,residential_sale,3,,None,No,No,No,,No,,123,,,No,None
Aalst,HOUSE,HOUSE,219000,residential_sale,3,,None,No,No,No,,No,,115,,,No,None
Ternat Sint-Katherina-Lombeek,HOUSE,HOUSE,476212,residential_sale,3,,None,No,No,No,,No,,183,,,No,None
Wervik,HOUSE,HOUSE,355000,residential_sale,2,,None,Yes,No,No,,Yes,,101,,,No,None
Antwerp,APARTMENT,APARTMENT,249000,residential_sale,2,,None,No,No,Yes,6,No,,83,,,No,None
Koersel,HOUSE,HOUSE,260000,residential_sale,3,32,No,No,No,Yes,20,Yes,,164,1486,,No,AS_NEW
Ternat Wambeek,HOUSE,HOUSE,448011,residential_sale,4,,None,No,No,No,,No,,183,,,No,None
Eeklo,HOUSE,HOUSE,339000,residential_sale,5,,None,No,Yes,Yes,35,Yes,,165,,,No,None
Koewacht,HOUSE,HOUSE,480000,residential_sale,5,,None,No,No,No,,No,,250,,,No,None
Antwerp,APARTMENT,APARTMENT,179000,residential_sale,2,,None,No,Yes,Yes,6,No,,76,,,No,None
Mechelen,APARTMENT,APARTMENT,219000,residential_sale,1,,None,No,No,Yes,,No,,63,,,No,None
Couvin Brûlyde-Pesche,HOUSE,HOUSE,336798,residential_sale,4,,None,No,No,No,,No,,156,,,No,None
Jette,HOUSE,HOUSE,299000,residential_sale,3,14,No,No,No,Yes,17,Yes,70,100,0,2,No,TO_RENOVATE
Antwerp,APARTMENT,APARTMENT,259000,residential_sale,2,,None,No,Yes,Yes,,No,,76,,,No,None
Hasselt,APARTMENT,APARTMENT,449000,residential_sale,1,38,Yes,No,No,Yes,13,Yes,,114,,,No,
Turnhout,APARTMENT,APARTMENT,135000,residential_sale,1,21,No,No,Yes,No,,No,,68,,2,No,GOOD
Putte Beerzel,HOUSE,HOUSE,388065,residential_sale,3,,None,No,No,No,,No,,126,,,No,None
Sas van gent,HOUSE,HOUSE,169000,residential_sale,3,,None,No,No,Yes,,No,,,,,No,None
Liege,APARTMENT,APARTMENT,260000,residential_sale,2,,None,No,No,No,,No,,94,,,No,None
Welden,HOUSE,HOUSE,475000,residential_sale,3,,None,No,No,Yes,,Yes,,200,,,No,None
Knokke-Heist,APARTMENT,APARTMENT,695000,residential_sale,2,,None,Yes,No,No,,No,,56,,,No,None
WALHAIN,HOUSE,HOUSE,350000,residential_sale,2,70,No,No,Yes,No,,Yes,,160,1166,,No,TO_RENOVATE
Cerfontaine,HOUSE,HOUSE,330867,residential_sale,4,,None,No,No,No,,No,,156,,,No,None
Turnhout,APARTMENT,APARTMENT,375000,residential_sale,3,,None,No,Yes,Yes,29,No,,153,,,No,None
Knokke-Heist,APARTMENT,APARTMENT,1295000,residential_sale,3,,None,Yes,No,No,,No,,104,,,No,None
Liege,APARTMENT,APARTMENT,260000,residential_sale,2,,None,No,No,No,,No,,94,,,No,None
Anderlecht,APARTMENT,APARTMENT,189000,residential_sale,2,30,No,No,Yes,Yes,17,No,,65,,,No,AS_NEW
Nijlen,APARTMENT,APARTMENT,289000,residential_sale,2,,None,No,No,Yes,20,Yes,,,,,No,None
Cerfontaine,HOUSE,HOUSE,318834,residential_sale,3,,None,No,No,No,,No,,147,,,No,None
Anderlecht,APARTMENT,APARTMENT,159000,residential_sale,1,,None,No,No,No,,No,,65,,,No,None
Hoboken,HOUSE,HOUSE,249500,residential_sale,2,,None,No,No,No,,Yes,90,,,,No,None
Sint-Idesbald,APARTMENT,APARTMENT,140000,residential_sale,2,,None,No,No,No,,No,,63,,,No,None
Berlaar,APARTMENT,APARTMENT,274000,residential_sale,2,,None,No,No,Yes,,No,,,,,No,None
Bruxelles,HOUSE,HOUSE,585000,residential_sale,4,60,Yes,No,No,Yes,32,Yes,20,250,115,3,No,AS_NEW
FLÉMALLE,APARTMENT,APARTMENT,180000,residential_sale,1,,None,No,Yes,No,,No,,165,,,No,None
Couvin,HOUSE,HOUSE,347189,residential_sale,3,,None,No,No,No,,No,,184,,,No,None
Middelkerke,APARTMENT,APARTMENT,279000,residential_sale,2,,None,No,No,Yes,,No,,72,,,No,None
NIL-SAINT-VINCENT-SAINT-MARTIN,HOUSE,HOUSE,400000,residential_sale,6,,None,No,Yes,Yes,25,Yes,400,280,,,No,None
Niel,HOUSE,HOUSE,374000,residential_sale,5,,None,No,No,Yes,,Yes,,,,,No,None
Schoten,HOUSE,HOUSE,395000,residential_sale,5,28,No,No,No,No,,Yes,62,172,175,,No,AS_NEW
Walcourt Tarcienne,HOUSE,HOUSE,373223,residential_sale,3,,None,No,No,No,,No,,180,,,No,None
Middelkerke,APARTMENT,APARTMENT,195000,residential_sale,3,,None,No,No,Yes,,No,,86,,,No,None
Mechelen,HOUSE,HOUSE,349000,residential_sale,2,,None,No,No,No,,No,,129,,,No,None
Wavre,HOUSE,HOUSE,550000,residential_sale,5,,None,No,Yes,No,,No,,190,,,No,None
Oostende,APARTMENT,APARTMENT,220000,residential_sale,1,,None,Yes,No,Yes,4,No,,75,,,No,None
WOLUWÉ-SAINT-PIERRE,APARTMENT,APARTMENT,450000,residential_sale,3,,None,No,Yes,Yes,,No,,95,,,No,None
Braives,HOUSE,HOUSE,332215,residential_sale,3,,None,No,No,No,,No,,168,,,No,None
Uccle,APARTMENT,APARTMENT,625000,residential_sale,3,,None,No,No,Yes,16,No,,126,,,No,None
Braives,HOUSE,HOUSE,431562,residential_sale,3,,None,No,No,No,,No,,172,,,No,None
Geraardsbergen,APARTMENT,APARTMENT,210000,residential_sale,1,,None,No,No,Yes,,Yes,,71,,,No,None
Kruisem,APARTMENT,APARTMENT,415000,residential_sale,3,,None,No,No,Yes,,Yes,,144,,,No,None
Antwerp,APARTMENT,APARTMENT,349000,residential_sale,2,39,No,No,No,Yes,20,No,,,,,No,AS_NEW
WALHAIN,HOUSE,HOUSE,299000,residential_sale,2,21,No,No,Yes,No,,No,,110,55,2,No,GOOD
Evergem,HOUSE,HOUSE,399000,residential_sale,4,,None,No,No,No,,No,,156,,,No,None
Liège Chênée,HOUSE,HOUSE,145000,residential_sale,4,,None,No,No,Yes,,No,,,,,No,None
Gent,APARTMENT,APARTMENT,299000,residential_sale,2,,None,No,No,No,,No,,90,,,No,None
Antwerp,APARTMENT,APARTMENT,749000,residential_sale,3,,None,No,No,Yes,11,Yes,,200,,,Yes,None
Faimes,HOUSE,HOUSE,385671,residential_sale,4,,None,No,No,No,,No,,147,,,No,None
Oudenaarde,APARTMENT,APARTMENT,199000,residential_sale,1,,None,No,No,Yes,6,Yes,,95,,,No,None
Chaudfontaine,HOUSE,HOUSE,225000,residential_sale,4,,None,No,No,No,,No,,207,,,No,None
Cortil-Noirmont,HOUSE,HOUSE,249000,residential_sale,2,,None,No,No,No,,Yes,,135,,,No,None
Wavre,HOUSE,HOUSE,450000,residential_sale,5,55,No,No,Yes,No,,Yes,,220,1020,,No,TO_BE_DONE_UP
Forest,APARTMENT,APARTMENT,255000,residential_sale,1,,None,No,No,No,,No,,62,,,No,None
Nieuwpoort,APARTMENT,APARTMENT,220000,residential_sale,1,,None,Yes,No,Yes,,Yes,,41,,,No,None
Gent,HOUSE,HOUSE,275000,residential_sale,4,,None,No,No,No,,No,,145,,,No,None
Faimes,HOUSE,HOUSE,417562,residential_sale,3,,None,No,No,No,,No,,172,,,No,None
Wavre,HOUSE,HOUSE,700000,residential_sale,5,,None,No,Yes,No,,No,,290,,,No,None
Evere,APARTMENT,APARTMENT,255000,residential_sale,2,,None,No,No,Yes,12,No,,96,,,No,None
Schoten,HOUSE,HOUSE,215000,residential_sale,2,,None,No,No,Yes,,No,,155,,,No,None
Mont-sur-Marchienne,HOUSE,HOUSE,235000,residential_sale,5,,None,No,No,Yes,17,Yes,,166,,,No,None
Maasmechelen,HOUSE,HOUSE,399000,residential_sale,4,,None,No,No,No,,No,,260,,,No,None
Haacht,HOUSE,HOUSE,485000,residential_sale,4,,None,No,No,Yes,,No,,182,,,No,None
GrÃce-Hollogne,HOUSE,HOUSE,375206,residential_sale,3,,None,No,No,No,,No,,189,,,No,None
Blankenberge,APARTMENT,APARTMENT,216000,residential_sale,1,,None,No,Yes,Yes,,No,,56,,,No,None
Brussels City,APARTMENT,APARTMENT,255000,residential_sale,2,,None,Yes,No,No,,No,,80,,,No,None
Oostduinkerke,APARTMENT,APARTMENT,575000,residential_sale,2,,None,No,No,Yes,34,Yes,,90,,,No,None
Wavre,HOUSE,HOUSE,1000000,residential_sale,6,,None,No,Yes,Yes,,No,,390,,,No,None
Sint-Jans-Molenbeek,APARTMENT,APARTMENT,240000,residential_sale,2,,None,No,No,No,,No,,115,,,No,None
Hannut,HOUSE,HOUSE,438090,residential_sale,4,,None,No,No,No,,No,,182,,,No,None
Nieuwpoort,APARTMENT,APARTMENT,215000,residential_sale,1,24,No,Yes,Yes,Yes,3,No,,47,,2,No,AS_NEW
Knokke-Heist,APARTMENT,APARTMENT,945000,residential_sale,3,,None,Yes,No,No,,No,,,,,No,None
Gent,APARTMENT,APARTMENT,450000,residential_sale,3,,None,No,No,Yes,,No,,100,,,No,None
Geraardsbergen,HOUSE,HOUSE,250000,residential_sale,3,20,No,No,Yes,No,,No,,125,58,2,No,JUST_RENOVATED
Chastre,HOUSE,HOUSE,559671,residential_sale,4,,None,No,No,No,,No,,147,,,No,None
Wavre,APARTMENT,APARTMENT,500000,residential_sale,4,,None,No,Yes,No,,No,,255,,,No,None
Lier,APARTMENT,APARTMENT,250000,residential_sale,2,,None,No,Yes,Yes,,No,,106,,,No,None
Heusden-Zolder,HOUSE,HOUSE,379000,residential_sale,5,,None,No,No,No,,No,,273,,,No,None
Vilvoorde,APARTMENT,APARTMENT,215000,residential_sale,1,28,Yes,No,No,Yes,36,No,,62,,2,No,GOOD
Chastre,HOUSE,HOUSE,592562,residential_sale,3,,None,No,No,No,,No,,172,,,No,None
De Haan,HOUSE,HOUSE,479000,residential_sale,3,,None,No,No,Yes,,No,,162,,,No,None
Blankenberge,APARTMENT,APARTMENT,220000,residential_sale,2,,None,No,No,Yes,,No,,80,,,No,None
Grez-Doiceau,HOUSE,HOUSE,300000,residential_sale,4,,None,No,Yes,No,,Yes,140,150,,,No,None
Gent,HOUSE,HOUSE,770000,residential_sale,3,,None,No,No,Yes,,Yes,,234,,,No,None
Wavre,APARTMENT,APARTMENT,215000,residential_sale,2,,None,No,Yes,Yes,12,No,,70,,,No,None
Munte,HOUSE,HOUSE,249000,residential_sale,4,,None,No,No,No,,Yes,355,,,,No,None
Villers-la-Ville,HOUSE,HOUSE,250000,residential_sale,2,16,No,No,No,Yes,6,Yes,296,106,388,3,No,TO_RENOVATE
Lier,APARTMENT,APARTMENT,265000,residential_sale,2,37,No,No,Yes,Yes,,Yes,,111,,3,No,AS_NEW
Knokke-Heist,APARTMENT,APARTMENT,945000,residential_sale,3,,None,Yes,No,Yes,,No,,100,,,No,None
Kortrijk,APARTMENT,APARTMENT,175000,residential_sale,1,33,No,No,No,No,,No,,82,,2,No,GOOD
Aalst,APARTMENT,APARTMENT,219000,residential_sale,2,,None,No,No,No,,No,,91,,,No,None
Gent,APARTMENT,APARTMENT,210000,residential_sale,1,,None,No,Yes,No,,No,,44,,,No,None
Dilbeek,APARTMENT,APARTMENT,260000,residential_sale,2,,None,No,No,Yes,5,No,,105,,,No,None
Knokke-Zoute,APARTMENT,APARTMENT,6950000,residential_sale,5,,None,No,No,Yes,,No,,206,,,No,None
Tilet Winge,HOUSE,HOUSE,480000,residential_sale,4,30,No,No,No,Yes,15,No,,,3953,3,No,
Ronse,HOUSE,HOUSE,249000,residential_sale,4,14,No,No,No,Yes,25,Yes,85,169,190,2,No,AS_NEW
Meslin-l'Evêque,HOUSE,HOUSE,360000,residential_sale,3,41,No,No,No,No,,No,,150,859,4,No,GOOD
Voroux-lez-Liers,HOUSE,HOUSE,199000,residential_sale,3,29,No,No,No,No,,Yes,449,133,503,4,No,
Evere,APARTMENT,APARTMENT,210000,residential_sale,1,,None,No,No,Yes,7,No,,86,,,No,None
Vivegnis,HOUSE,HOUSE,249000,residential_sale,3,26,No,No,Yes,Yes,7,Yes,149,150,265,2,No,TO_BE_DONE_UP
Jette,APARTMENT,APARTMENT,235000,residential_sale,1,,None,No,No,Yes,,Yes,,,,,No,None
Woluwe-Saint-Lambert,APARTMENT,APARTMENT,260000,residential_sale,2,,None,No,No,Yes,15,No,,79,,,No,None
Knokke-Zoute,APARTMENT,APARTMENT,1875000,residential_sale,3,,None,Yes,No,Yes,,No,,115,,,No,None
Gent,HOUSE,HOUSE,250000,residential_sale,3,,None,No,No,Yes,,No,,134,,,No,None
Ganshoren,APARTMENT,APARTMENT,260000,residential_sale,2,,None,No,No,Yes,8,No,,109,,,No,None
Kortrijk,HOUSE,HOUSE,349000,residential_sale,3,,None,No,No,Yes,15,No,,210,,,No,None
Evere,APARTMENT,APARTMENT,210000,residential_sale,2,,None,No,No,Yes,36,No,,76,,,No,None
Aalst,APARTMENT,APARTMENT,230000,residential_sale,2,,None,No,No,Yes,,Yes,,,,,No,None
Rocourt,HOUSE,HOUSE,199000,residential_sale,3,29,No,No,No,No,,Yes,449,133,503,4,No,
Liege,HOUSE,HOUSE,249000,residential_sale,4,15,No,No,No,Yes,33,Yes,60,242,163,2,No,GOOD
Wilsele,HOUSE,HOUSE,385000,residential_sale,4,41,No,No,No,Yes,,Yes,,165,249,,No,AS_NEW
Lissewege,HOUSE,HOUSE,330000,residential_sale,3,,None,No,No,Yes,,No,,184,,,No,None
Melle,HOUSE,HOUSE,495000,residential_sale,3,28,Yes,No,No,Yes,12,No,,155,140,2,No,AS_NEW
Juprelle,HOUSE,HOUSE,199000,residential_sale,3,29,No,No,No,No,,Yes,449,133,503,4,No,
Wommelgem,APARTMENT,APARTMENT,245000,residential_sale,2,,None,No,No,Yes,5,No,,75,,,No,None
Rijmenam,HOUSE,HOUSE,795000,residential_sale,4,,None,No,No,Yes,,Yes,,300,,,Yes,None
Borgerhout,APARTMENT,APARTMENT,249000,residential_sale,2,33,No,No,Yes,Yes,20,No,,88,,4,No,GOOD
Laeken,APARTMENT,APARTMENT,210000,residential_sale,2,,None,No,No,Yes,2,No,,95,,,No,None
Deerlijk,HOUSE,HOUSE,395000,residential_sale,4,,None,No,No,Yes,,No,,191,,,No,None
Schaerbeek,APARTMENT,APARTMENT,260000,residential_sale,2,,None,No,No,Yes,12,No,,93,,,No,None
Halle,HOUSE,HOUSE,459000,residential_sale,3,,None,No,Yes,No,,No,,169,,,No,None
Haacht,HOUSE,HOUSE,369000,residential_sale,4,30,No,No,No,Yes,27,Yes,200,185,432,3,No,AS_NEW
Stavelot,HOUSE,HOUSE,275000,residential_sale,5,,None,No,No,No,,Yes,,402,,,No,None
Oupeye,HOUSE,HOUSE,209000,residential_sale,2,28,No,No,No,Yes,15,Yes,75,143,275,3,No,GOOD
Deurne,APARTMENT,APARTMENT,249000,residential_sale,2,34,No,No,Yes,No,,No,,80,,2,No,GOOD
ANTHEIT,HOUSE,HOUSE,259500,residential_sale,4,24,No,No,Yes,Yes,15,Yes,2700,254,2850,4,No,GOOD
Kortrijk,APARTMENT,APARTMENT,199500,residential_sale,2,,None,No,No,No,,No,,84,,,No,None
Zemst,HOUSE,HOUSE,595000,residential_sale,3,,None,No,No,No,,No,,230,,,No,None
Liedekerke,APARTMENT,APARTMENT,249000,residential_sale,2,30,Yes,No,No,Yes,18,No,,90,,2,No,AS_NEW
Moerbeke-Waas,HOUSE,HOUSE,275000,residential_sale,3,,None,No,No,Yes,,No,,225,,,No,None
Antwerp,APARTMENT,APARTMENT,695000,residential_sale,2,,None,No,No,Yes,6,No,,140,,,No,None
Kortrijk,HOUSE,HOUSE,130000,residential_sale,2,,None,No,No,No,,No,,117,,,No,None
BONCELLES,APARTMENT,APARTMENT,259000,residential_sale,3,,None,No,Yes,Yes,5,No,,128,,,No,None
Tienen,HOUSE,HOUSE,209000,residential_sale,1,12,No,No,No,Yes,10,Yes,85,115,160,2,No,TO_BE_DONE_UP
Halle,APARTMENT,APARTMENT,421500,residential_sale,2,,None,No,Yes,No,,No,,108,,,No,None
Esneux,HOUSE,HOUSE,179000,residential_sale,2,,None,No,No,No,,No,,65,,,No,None
Antwerp,APARTMENT,APARTMENT,320000,residential_sale,1,,None,Yes,No,Yes,6,No,,63,,,No,None
Oostakker,HOUSE,HOUSE,249000,residential_sale,3,,None,No,No,Yes,,Yes,,135,,,No,None
La Louviere,APARTMENT,APARTMENT,39000,residential_sale,1,,None,No,No,No,,No,,44,,,No,None
Liège,APARTMENT,APARTMENT,259000,residential_sale,3,,None,No,Yes,Yes,2,No,,100,,,No,None
Jette,APARTMENT,APARTMENT,209000,residential_sale,2,,None,No,No,Yes,6,No,,92,,,No,None
Laeken,APARTMENT,APARTMENT,249000,residential_sale,2,,None,No,No,Yes,15,No,,90,,,No,None
Kortrijk,HOUSE,HOUSE,417000,residential_sale,3,,None,No,No,Yes,,No,,194,,,No,None
Oudegem,HOUSE,HOUSE,489000,residential_sale,3,,None,No,No,No,,No,,240,,,No,None
Chapelle-lez-Herlaimont,HOUSE,HOUSE,259000,residential_sale,3,33,No,No,No,Yes,40,Yes,770,145,840,3,No,GOOD
Sint-Joost-ten-Node,APARTMENT,APARTMENT,259000,residential_sale,1,,None,Yes,No,Yes,2,No,,56,,,No,None
Molenbeek-Saint-Jean,APARTMENT,APARTMENT,209000,residential_sale,3,,None,No,No,Yes,6,No,,88,,,No,None
Dendermonde,HOUSE,HOUSE,269000,residential_sale,2,,None,No,No,No,,No,,110,,,No,None
Drongen,HOUSE,HOUSE,469000,residential_sale,3,,None,No,No,Yes,,Yes,,228,,,No,None
Eeklo,HOUSE,HOUSE,260000,residential_sale,3,,None,No,No,Yes,,Yes,,199,,,No,None
Lebbeke,APARTMENT,APARTMENT,247000,residential_sale,2,,None,No,Yes,Yes,,Yes,280,100,,,No,None
Charleroi,APARTMENT,APARTMENT,155000,residential_sale,2,,None,No,No,No,,No,,101,,,No,None
Linkebeek,APARTMENT,APARTMENT,195000,residential_sale,2,,None,No,No,Yes,14,No,,75,,,No,None
Diepenbeek,HOUSE,HOUSE,375000,residential_sale,4,,None,No,No,Yes,,No,,294,,,Yes,None
Dendermonde,APARTMENT,APARTMENT,255000,residential_sale,2,30,No,No,Yes,Yes,4,No,,84,,2,No,GOOD
Ganshoren,APARTMENT,APARTMENT,195000,residential_sale,2,,None,No,No,Yes,,No,,69,,,No,None
Denderleeuw,HOUSE,HOUSE,529000,residential_sale,4,46,Yes,No,No,No,,Yes,,157,642,,No,
Manhay,APARTMENT,APARTMENT,228000,residential_sale,4,,None,No,Yes,No,,Yes,300,290,,,No,None
Sint-Niklaas,HOUSE,HOUSE,389000,residential_sale,4,50,Yes,No,No,Yes,10,No,,168,263,3,No,GOOD
