locality,property_type,subtype_property,price,type_of_sale,number_of_rooms,living_area,kitchen_fully_equiped,is_furnished,has_open_fire,has_terrace,terrace_area,has_garden,garden_surface,habitable_surface,plot_land_surface,number_of_facades,has_swimming_pool,building_state
Maldegem,APARTMENT,APARTMENT,350000,residential_sale,2,,None,No,No,Yes,,No,,94,,,No,None
Turnhout,APARTMENT,APARTMENT,350000,residential_sale,2,,None,No,No,Yes,32,No,,87,,,No,None
Neuville (Philippeville),HOUSE,HOUSE,120000,residential_sale,2,,None,No,No,Yes,20,Yes,600,66,,,No,None
Ham-sur-Heure,HOUSE,HOUSE,374000,residential_sale,3,,None,No,No,Yes,,Yes,,165,,,No,None
Pelt,HOUSE,HOUSE,362500,residential_sale,3,,None,No,No,No,,No,,154,,,No,None
Lebbeke,HOUSE,HOUSE,795000,residential_sale,3,,None,No,No,Yes,,No,,,,,No,None
Dendermonde,HOUSE,HOUSE,439000,residential_sale,4,,None,No,No,Yes,,No,,190,,,No,None
BOSSIÈRE,HOUSE,HOUSE,450000,residential_sale,5,,None,No,Yes,No,,Yes,,304,,,No,None
Nalinnes,HOUSE,HOUSE,159000,residential_sale,2,30,No,No,No,Yes,15,Yes,135,92,227,4,No,
Bruxelles,APARTMENT,APARTMENT,415000,residential_sale,2,,None,No,No,Yes,14,No,,90,,,No,None
Assebroek,HOUSE,HOUSE,285000,residential_sale,3,37,No,No,No,Yes,30,Yes,205,199,257,2,No,GOOD
Ham-sur-Heure,HOUSE,HOUSE,374000,residential_sale,3,,None,No,No,Yes,,Yes,,165,,,No,None
Nivelles,APARTMENT,APARTMENT,295000,residential_sale,2,,None,No,No,Yes,,No,,94,,,No,None
Nalinnes,HOUSE,HOUSE,198000,residential_sale,3,32,No,No,No,Yes,30,Yes,450,150,600,3,No,
Chapois,HOUSE,HOUSE,395000,residential_sale,4,,None,No,No,Yes,50,Yes,9906,180,,,No,None
Gilly,HOUSE,HOUSE,90000,residential_sale,2,,None,No,No,Yes,10,No,,88,,,No,None
MONT-SAINT-GUIBERT,HOUSE,HOUSE,350000,residential_sale,4,,None,No,Yes,No,,Yes,,237,,,No,None
Nijlen Kessel,HOUSE,HOUSE,315000,residential_sale,3,,None,No,No,Yes,,No,,171,,,No,None
Courcelles,HOUSE,HOUSE,88000,residential_sale,2,34,No,No,No,Yes,10,Yes,150,112,240,2,No,
Seraing,HOUSE,HOUSE,159000,residential_sale,4,,None,Yes,No,No,,No,,148,,,No,None
WALHAIN-SAINT-PAUL,HOUSE,HOUSE,349000,residential_sale,5,60,No,No,Yes,Yes,,Yes,,190,510,3,No,
Zelzate,APARTMENT,APARTMENT,149000,residential_sale,2,,None,No,No,Yes,,No,,75,,,No,None
Oostende,HOUSE,HOUSE,229000,residential_sale,3,,None,No,No,Yes,,No,,,,,No,None
Willebroek,APARTMENT,APARTMENT,315000,residential_sale,2,,None,Yes,No,Yes,6,No,,124,,,No,None
NOVILLE-SUR-MÉHAIGNE,HOUSE,HOUSE,345000,residential_sale,3,32,No,No,Yes,Yes,,Yes,,130,672,3,No,
Malmedy,APARTMENT,APARTMENT,169000,residential_sale,2,,None,No,No,No,,No,,68,,,No,None
Willebroek,APARTMENT,APARTMENT,289000,residential_sale,1,,None,No,No,Yes,6,Yes,147,97,,,No,None
Ham-sur-Heure,HOUSE,HOUSE,369000,residential_sale,3,,None,No,No,Yes,,Yes,,165,,,No,None
Seneffe Arquennes,HOUSE,HOUSE,199000,residential_sale,3,,None,No,No,Yes,,No,,108,,,No,None
Hasselt,APARTMENT,APARTMENT,195000,residential_sale,2,,None,No,No,Yes,,No,,89,,,No,None
Gent,HOUSE,HOUSE,417500,residential_sale,2,,None,No,No,Yes,,Yes,32,119,,,No,None
Willebroek,APARTMENT,APARTMENT,250000,residential_sale,1,,None,No,No,Yes,7,No,,102,,,No,None
Langemark-Poelkapelle,HOUSE,HOUSE,279208,residential_sale,4,,None,No,No,No,,No,,,,,No,None
Maldegem,APARTMENT,APARTMENT,455000,residential_sale,3,,None,No,No,Yes,,No,,120,,,No,None
Antwerp,APARTMENT,APARTMENT,229000,residential_sale,2,,None,No,No,Yes,,No,,82,,,No,None
Willebroek,APARTMENT,APARTMENT,325000,residential_sale,2,,None,Yes,No,Yes,16,No,,130,,,No,None
Cheratte,HOUSE,HOUSE,125000,residential_sale,2,,None,No,No,No,,No,,101,,,No,None
Kuurne,HOUSE,HOUSE,385000,residential_sale,3,,None,No,No,Yes,15,No,,154,,,No,None
Tielt-Winge,HOUSE,HOUSE,389000,residential_sale,4,,None,No,No,No,,Yes,1030,191,,,No,None
FELUY,HOUSE,HOUSE,300000,residential_sale,2,,None,No,Yes,No,,No,,100,,,No,None
Willebroek,APARTMENT,APARTMENT,375000,residential_sale,3,,None,No,No,Yes,7,No,,154,,,No,None
Lommel,HOUSE,HOUSE,279000,residential_sale,2,,None,No,No,No,,No,,150,,,No,None
Antwerp,HOUSE,HOUSE,315000,residential_sale,4,,None,No,No,No,,Yes,40,150,,,No,None
Ham-sur-Heure,HOUSE,HOUSE,342000,residential_sale,3,,None,No,No,Yes,,No,,,,,No,None
Kuurne,HOUSE,HOUSE,385000,residential_sale,3,,None,No,No,Yes,15,No,,154,,,No,None
Anderlecht,APARTMENT,APARTMENT,195000,residential_sale,2,,None,No,No,Yes,12,No,,70,,,No,None
Torgny,HOUSE,HOUSE,298000,residential_sale,2,,None,No,No,No,,Yes,920,203,,,No,None
Soumagne,APARTMENT,APARTMENT,195000,residential_sale,1,,None,No,No,Yes,11,No,,71,,,No,None
GROYNNE,HOUSE,HOUSE,119000,residential_sale,4,,None,No,Yes,Yes,,Yes,,110,,,No,None
Seraing Jemeppesur-Meuse,HOUSE,HOUSE,235000,residential_sale,3,12,No,No,No,Yes,35,Yes,150,147,282,2,No,AS_NEW
Ham-sur-Heure,HOUSE,HOUSE,361000,residential_sale,3,,None,No,No,Yes,,No,,168,,,No,None
LAEKEN (BRU.),APARTMENT,APARTMENT,195000,residential_sale,2,,None,No,Yes,Yes,23,No,,84,,,No,None
Schaerbeek,APARTMENT,APARTMENT,370000,residential_sale,2,,None,No,No,No,,No,,128,,,No,None
Blankenberge,APARTMENT,APARTMENT,210000,residential_sale,1,,None,Yes,No,No,,No,,79,,,No,None
Libramont,APARTMENT,APARTMENT,212000,residential_sale,2,,None,No,No,No,,No,,80,,,No,None
Charleroi Marcinelle,APARTMENT,APARTMENT,69900,residential_sale,2,,None,No,No,Yes,,No,,,,,No,None
Kontich,APARTMENT,APARTMENT,189050,residential_sale,1,,None,No,Yes,Yes,18,No,,64,,,No,None
Forchies-la-Marche,HOUSE,HOUSE,109000,residential_sale,2,,None,No,No,No,,Yes,300,104,,,No,None
ChÃtelet ChÃtelineau,HOUSE,HOUSE,75000,residential_sale,2,,None,No,No,No,,No,,,,,No,None
Langemark-Poelkapelle,HOUSE,HOUSE,270192,residential_sale,4,,None,No,No,No,,No,,,,,No,None
Charleroi,HOUSE,HOUSE,199900,residential_sale,4,18,No,No,No,No,,Yes,100,229,200,2,No,TO_BE_DONE_UP
Dalhem,APARTMENT,APARTMENT,25000,annuity_monthly_amount,1,,None,No,Yes,Yes,5,No,,82,,,No,None
Diest,APARTMENT,APARTMENT,185000,residential_sale,1,,None,No,Yes,No,,Yes,,83,,,No,None
De Panne,APARTMENT,APARTMENT,107000,residential_sale,1,,None,No,No,No,,No,,,,,No,None
Stekene,HOUSE,HOUSE,549000,residential_sale,6,,None,No,Yes,No,,No,,482,,,No,None
Charleroi,APARTMENT,APARTMENT,300000,residential_sale,3,,None,No,No,Yes,,No,,220,,,No,None
Blankenberge,APARTMENT,APARTMENT,187000,residential_sale,1,,None,Yes,No,No,,No,,67,,,No,None
Liège,APARTMENT,APARTMENT,10000,annuity_monthly_amount,2,,None,No,Yes,Yes,4,No,,75,,,No,None
SINT-AMANDSBERG,APARTMENT,APARTMENT,285000,residential_sale,3,,None,No,Yes,Yes,,No,,110,,,No,None
Auderghem,APARTMENT,APARTMENT,185000,residential_sale,1,,None,No,No,No,,No,,,,,No,None
Uccle,APARTMENT,APARTMENT,220000,residential_sale,1,,None,No,Yes,No,,No,,35,,,No,None
Charleroi Marcinelle,APARTMENT,APARTMENT,112500,residential_sale,2,,None,No,No,Yes,,No,,90,,,No,None
Kuurne,APARTMENT,APARTMENT,183000,residential_sale,3,,None,No,No,No,,No,,104,,,No,None
Laeken,APARTMENT,APARTMENT,250000,residential_sale,2,,None,No,No,Yes,18,No,,125,,,No,None
Hasselt,HOUSE,HOUSE,359000,residential_sale,3,,None,No,Yes,No,,Yes,,148,,,No,None
Beersel,APARTMENT,APARTMENT,178000,residential_sale,1,,None,No,Yes,Yes,,No,,45,,,No,None
Schaerbeek,APARTMENT,APARTMENT,235000,residential_sale,2,,None,No,Yes,No,,No,,93,,,No,None
Etterbeek,HOUSE,HOUSE,435000,residential_sale,3,,None,No,Yes,Yes,20,Yes,100,160,,,No,None
Blankenberge,APARTMENT,APARTMENT,175000,residential_sale,1,,None,Yes,No,No,,No,,57,,,No,None
Huy,HOUSE,HOUSE,109000,residential_sale,2,,None,No,Yes,No,,No,,115,,,No,None
Humbeek,HOUSE,HOUSE,1075000,residential_sale,4,,None,No,Yes,Yes,,No,,328,,,No,None
Beersel,APARTMENT,APARTMENT,178000,residential_sale,1,,None,No,Yes,Yes,,No,,45,,,No,None
Ans,HOUSE,HOUSE,249000,residential_sale,3,,None,No,No,Yes,,No,,104,,,No,None
Menen,HOUSE,HOUSE,99000,residential_sale,2,,None,No,Yes,Yes,,No,,160,,,No,None
Ans,APARTMENT,APARTMENT,175000,residential_sale,2,,None,No,Yes,Yes,4,No,,75,,,No,None
Farciennes,HOUSE,HOUSE,99000,residential_sale,3,15,No,No,Yes,Yes,20,No,,146,0,3,No,
SEILLES,HOUSE,HOUSE,99500,residential_sale,2,20,No,No,Yes,Yes,,Yes,285,120,520,,No,
Gijzegem,APARTMENT,APARTMENT,169000,residential_sale,2,40,No,No,No,No,,No,,115,,4,No,AS_NEW
Lede,HOUSE,HOUSE,548000,residential_sale,4,38,Yes,No,No,Yes,,Yes,,220,350,3,No,AS_NEW
Gerpinnes,HOUSE,HOUSE,50000,annuity_monthly_amount,1,28,No,No,Yes,No,,No,,77,1510,4,No,GOOD
Villers-la-Ville,HOUSE,HOUSE,580000,residential_sale,4,40,No,No,Yes,Yes,32,Yes,750,281,1040,4,Yes,AS_NEW
Blankenberge,APARTMENT,APARTMENT,169000,residential_sale,2,24,No,No,No,Yes,,No,,75,,,No,GOOD
Strombeek-Bever,APARTMENT,APARTMENT,229000,residential_sale,1,,None,No,No,Yes,15,No,,60,,,No,None
Marcinelle,APARTMENT,APARTMENT,165000,residential_sale,3,,None,No,Yes,No,,No,,110,,,No,None
Zaventem,HOUSE,HOUSE,523950,residential_sale,3,60,Yes,No,No,Yes,23,Yes,54,155,0,2,No,AS_NEW
Blaasveld (Willebroek),HOUSE,HOUSE,499000,residential_sale,4,,None,No,No,Yes,32,Yes,136,221,,,No,None
Wondelgem,APARTMENT,APARTMENT,249000,residential_sale,2,,None,No,No,Yes,8,No,,84,,,No,None
Liège,APARTMENT,APARTMENT,159000,residential_sale,3,,None,No,No,Yes,60,No,,105,,,No,None
Lede,HOUSE,HOUSE,425000,residential_sale,5,36,Yes,No,No,Yes,,No,,215,775,4,No,GOOD
Antwerpen,APARTMENT,APARTMENT,249000,residential_sale,1,,None,No,No,No,,No,,,,,No,None
Braine-le-Comte,APARTMENT,APARTMENT,150000,residential_sale,1,,None,No,Yes,No,,No,,50,,,No,None
Embourg,HOUSE,HOUSE,449000,residential_sale,3,18,No,No,No,Yes,25,Yes,400,170,590,3,No,AS_NEW
Ostende,APARTMENT,APARTMENT,320000,residential_sale,1,,None,Yes,No,Yes,50,No,,50,,,No,None
Kortenberg,HOUSE,HOUSE,675000,residential_sale,5,70,Yes,No,No,Yes,70,Yes,340,261,445,3,No,AS_NEW
Antwerpen,HOUSE,HOUSE,387000,residential_sale,5,28,No,No,No,No,,Yes,72,180,180,2,No,GOOD
Antwerp,APARTMENT,APARTMENT,3200000,residential_sale,2,,None,No,No,Yes,101,No,,237,,,No,None
Liedekerke,HOUSE,HOUSE,397000,residential_sale,4,35,No,No,No,Yes,40,Yes,400,198,616,3,No,GOOD
Hombeek,HOUSE,HOUSE,369000,residential_sale,3,,None,No,No,Yes,24,Yes,,140,,,No,None
Chaumont-Gistoux,APARTMENT,APARTMENT,775000,residential_sale,3,,None,No,Yes,Yes,31,No,,194,,,No,None
Bruxelles,APARTMENT,APARTMENT,150000,residential_sale,1,,None,No,No,Yes,15,No,,37,,,No,None
Laeken (Bruxelles),APARTMENT,APARTMENT,150000,residential_sale,1,,None,No,No,No,,No,,77,,,No,None
Sint-Lievens-Houtem,HOUSE,HOUSE,359000,residential_sale,3,30,Yes,No,No,Yes,16,Yes,,120,375,3,No,AS_NEW
Nivelles,APARTMENT,APARTMENT,145000,residential_sale,1,,None,No,Yes,No,,No,,60,,,No,None
Namur,APARTMENT,APARTMENT,459000,residential_sale,2,,None,No,Yes,Yes,20,No,,124,,,No,None
Sprimont,HOUSE,HOUSE,310000,residential_sale,4,23,No,No,Yes,Yes,11,Yes,380,190,487,3,No,GOOD
Blankenberge,APARTMENT,APARTMENT,149500,residential_sale,1,,None,No,No,Yes,,Yes,,35,,,No,None
Courcelles,APARTMENT,APARTMENT,140000,residential_sale,2,,None,No,Yes,Yes,2,No,,73,,,No,None
Gent,HOUSE,HOUSE,211000,residential_sale,1,,None,No,No,No,,No,,61,,,No,None
Sprimont,HOUSE,HOUSE,310000,residential_sale,4,23,No,No,Yes,Yes,11,Yes,380,190,487,3,No,GOOD
Ixelles,APARTMENT,APARTMENT,1839000,residential_sale,3,,None,No,Yes,Yes,76,No,,203,,,No,None
LIEGE,APARTMENT,APARTMENT,130000,residential_sale,2,,None,No,Yes,No,,No,,,,,No,None
Zottegem,HOUSE,HOUSE,294000,residential_sale,4,24,Yes,No,No,Yes,70,Yes,300,157,450,2,No,JUST_RENOVATED
Jambes,APARTMENT,APARTMENT,375000,residential_sale,2,,None,No,No,Yes,6,No,,95,,,No,None
Langemark,HOUSE,HOUSE,259000,residential_sale,2,23,No,No,No,Yes,,Yes,,159,572,2,No,GOOD
Braine-le-Comte,APARTMENT,APARTMENT,120000,residential_sale,1,,None,No,Yes,No,,No,,,,,No,None
Evere,APARTMENT,APARTMENT,395000,residential_sale,2,,None,No,No,No,,No,,96,,,No,None
Antwerp,APARTMENT,APARTMENT,368000,residential_sale,1,40,Yes,No,No,Yes,10,No,,93,,2,No,AS_NEW
BRUXELLES,APARTMENT,APARTMENT,1839000,residential_sale,3,,None,No,Yes,Yes,76,No,,203,,,No,None
Saint-Gilles,APARTMENT,APARTMENT,325000,residential_sale,1,,None,Yes,No,No,,No,,75,,,No,None
Dilbeek,APARTMENT,APARTMENT,360000,residential_sale,2,,None,No,No,Yes,12,No,,87,,,No,None
Gent,APARTMENT,APARTMENT,299000,residential_sale,1,,None,No,No,No,,No,,59,,,No,None
Soignies,APARTMENT,APARTMENT,338000,residential_sale,3,,None,No,No,Yes,36,No,,126,,,No,None
Ixelles,APARTMENT,APARTMENT,1680000,residential_sale,3,,None,No,No,Yes,20,No,,238,,,No,None
Uccle,APARTMENT,APARTMENT,1250000,residential_sale,2,,None,No,No,Yes,30,No,,170,,,No,None
Ixelles,APARTMENT,APARTMENT,1250000,residential_sale,2,,None,No,Yes,Yes,15,Yes,124,217,,,No,None
Uccle,APARTMENT,APARTMENT,1050000,residential_sale,3,,None,No,No,Yes,25,No,,180,,,No,None
Aalter,APARTMENT,APARTMENT,279000,residential_sale,3,,None,No,No,No,,No,,121,,,No,None
Aalst,HOUSE,HOUSE,324999,residential_sale,3,31,No,No,No,Yes,14,Yes,,167,196,,No,TO_RENOVATE
Verviers,HOUSE,HOUSE,225000,residential_sale,4,11,No,No,No,Yes,13,Yes,20,198,151,2,No,GOOD
Hoeselt,HOUSE,HOUSE,450000,residential_sale,3,37,No,No,No,Yes,,Yes,550,,945,4,No,GOOD
Mol,HOUSE,HOUSE,375000,residential_sale,3,,None,No,Yes,No,,No,,238,,,No,None
Herentals,APARTMENT,APARTMENT,195000,residential_sale,1,,None,No,Yes,Yes,,No,,59,,,No,None
Eupen,HOUSE,HOUSE,179000,residential_sale,3,,None,No,No,No,,No,,,,,No,None
Oostende,APARTMENT,APARTMENT,285000,residential_sale,3,,None,No,No,No,,No,,81,,,No,None
BERCHEM-SAINTE-AGATHE,APARTMENT,APARTMENT,285000,residential_sale,2,,None,No,No,Yes,4,No,,96,,,No,None
De Haan,APARTMENT,APARTMENT,85000,residential_sale,1,,None,Yes,No,No,,No,,30,,,No,None
BELLEGEM,HOUSE,HOUSE,139000,residential_sale,3,,None,No,Yes,Yes,,Yes,,133,,,No,None
Leuven,APARTMENT,APARTMENT,549000,residential_sale,2,,None,No,No,Yes,12,No,,85,,,No,None
Zwevegem,APARTMENT,APARTMENT,229000,residential_sale,2,35,No,No,Yes,Yes,6,No,,70,,2,No,GOOD
WESTENDE-BAD,APARTMENT,APARTMENT,225000,residential_sale,2,,None,No,Yes,Yes,,No,,79,,,No,None
Geetbets,HOUSE,HOUSE,350000,residential_sale,4,,None,No,No,Yes,,No,,,,,No,None
Chapelle-lez-Herlaimont,HOUSE,HOUSE,99000,residential_sale,2,,None,No,No,No,,No,,100,,,No,None
De Panne,APARTMENT,APARTMENT,275000,residential_sale,2,,None,No,No,Yes,,No,,108,,,No,None
Anderlecht,APARTMENT,APARTMENT,239000,residential_sale,2,,None,No,No,Yes,,No,,95,,,No,None
Vaux-sur-Sûre,APARTMENT,APARTMENT,500000,residential_sale,0,,None,No,No,No,,No,,1700,,,No,None
Houthulst,HOUSE,HOUSE,135000,residential_sale,3,,None,No,No,No,,Yes,,,,,No,None
Merlemont,HOUSE,HOUSE,295000,residential_sale,4,,None,No,No,Yes,,No,,180,,,No,None
Aalter,HOUSE,HOUSE,329000,residential_sale,4,,None,No,Yes,No,,Yes,,,,,No,None
Lint,HOUSE,HOUSE,438000,residential_sale,2,40,No,No,No,No,,Yes,,180,375,2,No,GOOD
Holsbeek,HOUSE,HOUSE,633000,residential_sale,3,,None,No,No,No,,No,,157,,,No,None
BERCHEM-SAINTE-AGATHE,APARTMENT,APARTMENT,439000,residential_sale,2,,None,No,Yes,Yes,95,No,,101,,,No,None
Bruly,HOUSE,HOUSE,175000,residential_sale,3,,None,No,No,No,,No,,207,,,No,None
Anderlecht,APARTMENT,APARTMENT,215000,residential_sale,2,,None,No,Yes,No,,No,,80,,,No,None
Alken,HOUSE,HOUSE,299000,residential_sale,3,,None,No,No,No,,Yes,,195,,,No,None
Hasselt,HOUSE,HOUSE,330000,residential_sale,3,30,No,No,No,No,,Yes,300,156,567,3,No,GOOD
Liège,HOUSE,HOUSE,249000,residential_sale,3,40,Yes,No,No,Yes,,No,,124,290,,No,GOOD
Anderlecht,APARTMENT,APARTMENT,300000,residential_sale,1,,None,No,Yes,Yes,10,No,,90,,,No,None
Lokeren,HOUSE,HOUSE,299900,residential_sale,4,,None,No,No,Yes,,Yes,70,190,,,No,None
Leuven,APARTMENT,APARTMENT,310000,residential_sale,2,,None,No,No,Yes,,No,,88,,,No,None
Hamont-Achel,HOUSE,HOUSE,259000,residential_sale,2,,None,No,No,No,,Yes,,143,,,No,None
Nord-Est (Bruxelles),HOUSE,HOUSE,825000,residential_sale,6,,None,No,No,No,,No,,208,,,No,None
Moorsele,HOUSE,HOUSE,169000,residential_sale,4,,None,No,No,No,,Yes,,130,,,No,None
ECAUSSINNES-D'ENGHIEN,HOUSE,HOUSE,180000,residential_sale,3,33,No,No,Yes,Yes,,Yes,,145,240,2,No,TO_BE_DONE_UP
Strombeek-Bever,HOUSE,HOUSE,250000,residential_sale,2,12,No,No,Yes,No,,No,,90,0,3,No,TO_RENOVATE
Ittre,HOUSE,HOUSE,40000,residential_sale,0,,None,No,No,No,,No,,,,,No,None
Rollegem-Kapelle,HOUSE,HOUSE,199000,residential_sale,4,,None,No,No,No,,Yes,,,,,No,None
Bastogne,HOUSE,HOUSE,600000,residential_sale,4,,None,No,No,No,,No,,266,,,No,None
Aalst,APARTMENT,APARTMENT,229000,residential_sale,2,,None,No,Yes,Yes,3,No,,100,,,No,None
Ittre,HOUSE,HOUSE,30000,residential_sale,0,,None,No,No,No,,No,,,,,No,None
Grez-Doiceau,APARTMENT,APARTMENT,225000,residential_sale,2,,None,No,Yes,No,,No,,67,,,No,None
Geraardsbergen,HOUSE,HOUSE,125000,residential_sale,2,24,No,No,No,No,,No,,85,30,1,No,
Geraardsbergen,HOUSE,HOUSE,125000,residential_sale,2,24,No,No,No,No,,No,,85,30,1,No,
Vlaams Brabant,HOUSE,HOUSE,399000,residential_sale,4,40,Yes,No,No,Yes,20,No,,150,140,3,No,GOOD
Deinze,HOUSE,HOUSE,415291,residential_sale,3,42,Yes,No,No,Yes,12,No,,159,0,3,No,AS_NEW
Mouscron,HOUSE,HOUSE,185000,residential_sale,3,,None,No,Yes,Yes,,No,,153,,,No,None
Braine-le-Comte,HOUSE,HOUSE,250000,residential_sale,3,16,No,No,No,Yes,20,Yes,166,150,275,2,No,AS_NEW
Anderlecht,HOUSE,HOUSE,399000,residential_sale,1,,None,No,No,Yes,14,Yes,85,180,,,No,None
Deinze,HOUSE,HOUSE,409310,residential_sale,3,42,Yes,No,No,Yes,12,No,,159,0,3,No,AS_NEW
Schaerbeek,HOUSE,HOUSE,385000,residential_sale,4,,None,No,No,No,,No,,195,,,No,None
Tintigny,HOUSE,HOUSE,185000,residential_sale,1,19,No,No,Yes,No,,No,,78,55,3,No,GOOD
La Louviere,HOUSE,HOUSE,215000,residential_sale,3,30,Yes,No,No,Yes,16,Yes,150,144,224,2,No,AS_NEW
Harelbeke,HOUSE,HOUSE,365000,residential_sale,2,,None,No,Yes,Yes,18,No,,190,,,No,None
MOMALLE,HOUSE,HOUSE,349000,residential_sale,4,,None,No,Yes,Yes,,Yes,,249,,,No,None
Dilbeek,HOUSE,HOUSE,495000,residential_sale,3,53,Yes,No,No,Yes,,Yes,,130,290,3,No,JUST_RENOVATED
Hoeilaart,HOUSE,HOUSE,745000,residential_sale,5,20,Yes,No,No,Yes,100,Yes,500,253,1001,4,No,AS_NEW
St-Gillis-bij-Dendermonde,HOUSE,HOUSE,335000,residential_sale,3,30,No,No,Yes,Yes,20,Yes,100,230,256,2,No,AS_NEW
Flobecq,HOUSE,HOUSE,260000,residential_sale,4,,None,No,Yes,No,,No,,175,,,No,None
De Haan,HOUSE,HOUSE,695000,residential_sale,4,,None,No,No,Yes,,Yes,,196,,,No,None
Nivelles,HOUSE,HOUSE,340000,residential_sale,4,41,No,No,Yes,Yes,35,No,,204,210,3,No,JUST_RENOVATED
Zwevegem,HOUSE,HOUSE,335000,residential_sale,3,,None,No,Yes,No,,Yes,,150,,,No,None
Nivelles,HOUSE,HOUSE,580000,residential_sale,5,31,Yes,No,No,Yes,43,Yes,352,180,432,3,Yes,GOOD
Hannut Grand-Hallet,HOUSE,HOUSE,539000,residential_sale,5,20,Yes,No,No,Yes,94,Yes,832,222,933,4,No,AS_NEW
Zwevegem,HOUSE,HOUSE,335000,residential_sale,3,,None,No,Yes,No,,Yes,,150,,,No,None
Ronse,HOUSE,HOUSE,320500,residential_sale,3,,None,No,Yes,Yes,,No,,125,,,No,None
Hannut Blehen,HOUSE,HOUSE,399000,residential_sale,4,34,No,No,No,Yes,55,Yes,1222,148,1308,4,Yes,GOOD
BAASRODE,HOUSE,HOUSE,299000,residential_sale,3,,None,No,Yes,Yes,,Yes,,178,,,No,None
BAASRODE,HOUSE,HOUSE,499000,residential_sale,4,,None,No,Yes,Yes,,Yes,,253,,,No,None
Oudenaarde,HOUSE,HOUSE,315000,residential_sale,2,,None,No,Yes,No,,No,,110,,,No,None
Huy,HOUSE,HOUSE,375000,residential_sale,3,50,No,No,Yes,Yes,40,Yes,82,220,390,2,No,AS_NEW
Oostkamp,HOUSE,HOUSE,440000,residential_sale,3,,None,No,No,Yes,,Yes,,167,,,No,None
Vilvoorde,HOUSE,HOUSE,299000,residential_sale,2,30,Yes,No,No,No,,No,,115,0,,No,AS_NEW
Bassenge,HOUSE,HOUSE,295000,residential_sale,3,36,No,No,No,Yes,14,Yes,529,160,705,3,No,GOOD
Etalle,HOUSE,HOUSE,295000,residential_sale,5,,None,No,Yes,No,,Yes,,250,,,No,None
VIERSET-BARSE,HOUSE,HOUSE,289000,residential_sale,3,,None,No,Yes,Yes,,Yes,,150,,,No,None
Wasseiges Acosse,HOUSE,HOUSE,325000,residential_sale,3,23,Yes,No,No,Yes,130,Yes,727,171,842,4,No,GOOD
Hannut Poucet,HOUSE,HOUSE,265000,residential_sale,4,32,No,No,No,Yes,34,Yes,435,193,545,3,No,GOOD
Sint-Pieters-Woluwe,APARTMENT,APARTMENT,360000,residential_sale,3,,None,No,No,Yes,12,No,,110,,,No,None
Mechelen,HOUSE,HOUSE,280000,residential_sale,3,,None,No,Yes,Yes,14,No,,84,,,No,None
Uccle,HOUSE,HOUSE,2595000,residential_sale,6,,None,No,Yes,Yes,,No,,550,,,No,None
Ixelles,HOUSE,HOUSE,2950000,residential_sale,12,,None,No,Yes,No,,Yes,210,890,,,No,None
Middelkerke,HOUSE,HOUSE,169000,residential_sale,3,25,Yes,No,No,No,,Yes,,103,159,2,No,AS_NEW
Dison Andrimont,APARTMENT,APARTMENT,59000,residential_sale,1,18,No,No,No,No,,No,,45,,3,No,TO_BE_DONE_UP
Aalst,HOUSE,HOUSE,265000,residential_sale,4,40,No,No,No,No,,Yes,70,200,130,2,No,AS_NEW
Knokke-Heist Knokke,HOUSE,HOUSE,2300000,residential_sale,4,,None,No,No,Yes,,Yes,202,270,,,No,None
WENDUINE,HOUSE,HOUSE,260000,residential_sale,5,,None,No,Yes,No,,No,,124,,,No,None
Ganshoren,APARTMENT,APARTMENT,215000,residential_sale,1,,None,No,Yes,No,,No,,60,,,No,None
CHÂTELINEAU,APARTMENT,APARTMENT,55000,residential_sale,1,,None,No,Yes,No,,No,,62,,,No,None
SPIERE,HOUSE,HOUSE,249000,residential_sale,2,,None,No,Yes,Yes,20,Yes,,185,,,No,None
Dendermonde,HOUSE,HOUSE,1950000,residential_sale,4,,None,No,No,No,,Yes,,434,,,Yes,None
Gent,HOUSE,HOUSE,1150000,residential_sale,3,,None,No,No,No,,No,,138,,,No,None
Huy,HOUSE,HOUSE,249000,residential_sale,3,29,No,No,Yes,No,,Yes,,170,394,3,No,GOOD
BOIS-DE-VILLERS,HOUSE,HOUSE,269000,residential_sale,2,41,No,No,Yes,No,,Yes,617,150,617,3,No,JUST_RENOVATED
Schaerbeek,HOUSE,HOUSE,525000,residential_sale,3,50,No,No,Yes,Yes,4,Yes,60,230,0,2,No,JUST_RENOVATED
Nieuwerkerken,HOUSE,HOUSE,387000,residential_sale,3,40,Yes,No,No,Yes,15,Yes,90,150,150,,No,AS_NEW
Jumet,APARTMENT,APARTMENT,150000,residential_sale,4,,None,No,Yes,Yes,,No,,,,,No,None
Nieuwerkerken,HOUSE,HOUSE,387000,residential_sale,3,40,Yes,No,No,Yes,15,Yes,90,150,150,,No,AS_NEW
Maffle,HOUSE,HOUSE,522000,residential_sale,5,53,No,No,Yes,No,,No,,231,3821,4,No,GOOD
Aartselaar,HOUSE,HOUSE,444500,residential_sale,3,40,No,No,Yes,Yes,25,Yes,6,162,512,2,No,GOOD
Châtelet,HOUSE,HOUSE,239000,residential_sale,2,,None,No,Yes,Yes,,No,,194,,,No,None
Braine-le-Comte,HOUSE,HOUSE,150000,residential_sale,2,,None,No,No,No,,No,,72,,,No,None
